source,target
MrGeorgeWallace,RoryAlbanese
JenaFriedman,MrGeorgeWallace
MrGeorgeWallace,JenaFriedman
MrGeorgeWallace,alicewetterlund
SarahTreem,MrGeorgeWallace
BENBALLER,MrGeorgeWallace
MrGeorgeWallace,BENBALLER
MrGeorgeWallace,TheDailyShow
MrGeorgeWallace,larrywilmore
JessicaPilot212,MrGeorgeWallace
Trevornoah,MrGeorgeWallace
MrGeorgeWallace,Trevornoah
AdamLowitt,MrGeorgeWallace
stevejang,DaveedDiggs
dopequeenpheebs,DaveedDiggs
rianjohnson,DaveedDiggs
DaveedDiggs,rianjohnson
hodgman,DaveedDiggs
RoryAlbanese,DaveedDiggs
DaveedDiggs,TheDailyShow
DaveedDiggs,larrywilmore
JessicaPilot212,DaveedDiggs
stevejang,garyvee
garyvee,stevejang
ringer,garyvee
garyvee,ringer
garyvee,chancetherapper
Variety,garyvee
dopequeenpheebs,garyvee
GeorgeKiel3,garyvee
JessicaPilot212,garyvee
tedtremper,dpmeyer
dpmeyer,AnandWrites
dpmeyer,chancetherapper
BergerWorld,dpmeyer
dpmeyer,BergerWorld
graceofwrath,dpmeyer
raminhedayati,dpmeyer
dpmeyer,rianjohnson
mattkoff,dpmeyer
dpmeyer,mattkoff
TheDailyShow,dpmeyer
dpmeyer,TheDailyShow
Trevornoah,dpmeyer
dpmeyer,Trevornoah
jordanklepper,dpmeyer
dpmeyer,jordanklepper
stevejang,BernieSanders
stevejang,chancetherapper
Variety,stevejang
stevejang,Variety
stevejang,Trevornoah
heyrubes_,ringer
raminhedayati,ringer
almadrigal,ringer
ringer,billburr
OnePerfectShot,ringer
GeorgeKiel3,ringer
ringer,larrywilmore
JessicaPilot212,ringer
ringer,Trevornoah
AdamLowitt,ringer
paulwdowns,SenSanders
Variety,paulwdowns
paulwdowns,Variety
almadrigal,paulwdowns
paulwdowns,philiplord
paulwdowns,HallieHaglund
dopequeenpheebs,paulwdowns
JenaFriedman,paulwdowns
paulwdowns,JenaFriedman
paulwdowns,OnePerfectShot
hopesolo,robinthede
BernieSanders,robinthede
BergerWorld,robinthede
Variety,robinthede
robinthede,Variety
dopequeenpheebs,robinthede
mileskahn,robinthede
MrChadCarter,robinthede
hodgman,robinthede
RoryAlbanese,robinthede
JSim07,robinthede
robinthede,JSim07
alicewetterlund,robinthede
TheDailyShow,robinthede
larrywilmore,robinthede
robinthede,larrywilmore
JessicaPilot212,robinthede
jordanklepper,robinthede
tedtremper,BernieSanders
tedtremper,chancetherapper
tedtremper,BergerWorld
tedtremper,iamjohnoliver
tedtremper,HallieHaglund
tedtremper,billburr
mileskahn,tedtremper
tedtremper,mileskahn
tedtremper,hodgman
sammorril,tedtremper
tedtremper,sammorril
ComedyCellarUSA,tedtremper
tedtremper,ComedyCellarUSA
tedtremper,RoryAlbanese
tedtremper,JenaFriedman
tedtremper,TheDailyShow
tedtremper,Trevornoah
tedtremper,AdamLowitt
tedtremper,jordanklepper
katepurchase,JustinTrudeau
JustinTrudeau,katepurchase
telfordk,JustinTrudeau
JustinTrudeau,telfordk
AnandWrites,JustinTrudeau
rabiasquared,JustinTrudeau
graceofwrath,JustinTrudeau
Variety,JustinTrudeau
dopequeenpheebs,JustinTrudeau
hodgman,JustinTrudeau
JustinTrudeau,TheDailyShow
Trevornoah,JustinTrudeau
jordanklepper,JustinTrudeau
hopesolo,robinthede
BernieSanders,robinthede
BergerWorld,robinthede
Variety,robinthede
robinthede,Variety
dopequeenpheebs,robinthede
mileskahn,robinthede
MrChadCarter,robinthede
hodgman,robinthede
RoryAlbanese,robinthede
JSim07,robinthede
robinthede,JSim07
alicewetterlund,robinthede
TheDailyShow,robinthede
larrywilmore,robinthede
robinthede,larrywilmore
JessicaPilot212,robinthede
jordanklepper,robinthede
tedtremper,BernieSanders
tedtremper,chancetherapper
tedtremper,BergerWorld
tedtremper,iamjohnoliver
tedtremper,HallieHaglund
tedtremper,billburr
mileskahn,tedtremper
tedtremper,mileskahn
tedtremper,hodgman
sammorril,tedtremper
tedtremper,sammorril
ComedyCellarUSA,tedtremper
tedtremper,ComedyCellarUSA
tedtremper,RoryAlbanese
tedtremper,JenaFriedman
tedtremper,TheDailyShow
tedtremper,Trevornoah
tedtremper,AdamLowitt
tedtremper,jordanklepper
katepurchase,JustinTrudeau
JustinTrudeau,katepurchase
telfordk,JustinTrudeau
JustinTrudeau,telfordk
AnandWrites,JustinTrudeau
rabiasquared,JustinTrudeau
graceofwrath,JustinTrudeau
Variety,JustinTrudeau
dopequeenpheebs,JustinTrudeau
hodgman,JustinTrudeau
JustinTrudeau,TheDailyShow
Trevornoah,JustinTrudeau
jordanklepper,JustinTrudeau
mehdirhasan,amirkingkhan
amirkingkhan,mehdirhasan
Variety,amirkingkhan
rabiasquared,farantahir_
farantahir_,Variety
farantahir_,TheDailyShow
mehdirhasan,SenSanders
mehdirhasan,BernieSanders
AnandWrites,mehdirhasan
mehdirhasan,AnandWrites
rabiasquared,mehdirhasan
mehdirhasan,rabiasquared
BernieSanders,SenSanders
SenSanders,BernieSanders
AnandWrites,SenSanders
SenSanders,AnandWrites
rabiasquared,SenSanders
Apey,SenSanders
raminhedayati,SenSanders
Variety,SenSanders
dopequeenpheebs,SenSanders
mileskahn,SenSanders
MrChadCarter,SenSanders
brennanshroff,SenSanders
tedalexandro,SenSanders
JSim07,SenSanders
TessaThompson_x,SenSanders
alicewetterlund,SenSanders
SarahTreem,SenSanders
baluchx,SenSanders
TheDailyShow,SenSanders
SenSanders,TheDailyShow
SenSanders,larrywilmore
JessicaPilot212,SenSanders
jordanklepper,SenSanders
Apey,isaiahlester
isaiahlester,Apey
AnandWrites,BernieSanders
BernieSanders,iamjohnoliver
rabiasquared,BernieSanders
heyrubes_,BernieSanders
raminhedayati,BernieSanders
HallieHaglund,BernieSanders
dopequeenpheebs,BernieSanders
sammorril,BernieSanders
RoryAlbanese,BernieSanders
tedalexandro,BernieSanders
JSim07,BernieSanders
SarahTreem,BernieSanders
TheDailyShow,BernieSanders
larrywilmore,BernieSanders
BernieSanders,larrywilmore
JessicaPilot212,BernieSanders
Trevornoah,BernieSanders
BernieSanders,Trevornoah
AdamLowitt,BernieSanders
jordanklepper,BernieSanders
Variety,NateParker
NateParker,OnePerfectShot
JSim07,NateParker
telfordk,katepurchase
katepurchase,telfordk
katepurchase,TheDailyShow
telfordk,TheDailyShow
telfordk,Trevornoah
AnandWrites,chancetherapper
AnandWrites,iamjohnoliver
rabiasquared,AnandWrites
AnandWrites,rabiasquared
AnandWrites,Variety
AnandWrites,mileskahn
hodgman,AnandWrites
AnandWrites,hodgman
brennanshroff,AnandWrites
AnandWrites,brennanshroff
mattkoff,AnandWrites
AnandWrites,mattkoff
tedalexandro,AnandWrites
AnandWrites,JenaFriedman
AnandWrites,TessaThompson_x
TheDailyShow,AnandWrites
AnandWrites,TheDailyShow
JessicaPilot212,AnandWrites
AnandWrites,Mowjood
Trevornoah,AnandWrites
AnandWrites,Trevornoah
Variety,MRPORTERLIVE
JessicaPilot212,MRPORTERLIVE
heyrubes_,chancetherapper
raminhedayati,chancetherapper
Variety,chancetherapper
philiplord,chancetherapper
dopequeenpheebs,chancetherapper
rianjohnson,chancetherapper
chancetherapper,rianjohnson
mileskahn,chancetherapper
hodgman,chancetherapper
OnePerfectShot,chancetherapper
chancetherapper,OnePerfectShot
JSim07,chancetherapper
TessaThompson_x,chancetherapper
chancetherapper,TessaThompson_x
JessicaPilot212,chancetherapper
BergerWorld,iamjohnoliver
raminhedayati,BergerWorld
BergerWorld,raminhedayati
jonesinforjason,BergerWorld
BergerWorld,jonesinforjason
Variety,BergerWorld
BergerWorld,Variety
almadrigal,BergerWorld
BergerWorld,almadrigal
HallieHaglund,BergerWorld
BergerWorld,HallieHaglund
BergerWorld,dopequeenpheebs
mileskahn,BergerWorld
BergerWorld,mileskahn
MrChadCarter,BergerWorld
BergerWorld,MrChadCarter
hodgman,BergerWorld
BergerWorld,hodgman
brennanshroff,BergerWorld
BergerWorld,brennanshroff
RoryAlbanese,BergerWorld
BergerWorld,RoryAlbanese
mattkoff,BergerWorld
BergerWorld,mattkoff
BergerWorld,JenaFriedman
BergerWorld,TessaThompson_x
TheDailyShow,BergerWorld
BergerWorld,TheDailyShow
BergerWorld,larrywilmore
BergerWorld,Trevornoah
AdamLowitt,BergerWorld
BergerWorld,AdamLowitt
jordanklepper,BergerWorld
BergerWorld,jordanklepper
rabiasquared,iamjohnoliver
Apey,iamjohnoliver
graceofwrath,iamjohnoliver
raminhedayati,iamjohnoliver
jonesinforjason,iamjohnoliver
iamjohnoliver,jonesinforjason
Variety,iamjohnoliver
almadrigal,iamjohnoliver
philiplord,iamjohnoliver
HallieHaglund,iamjohnoliver
dopequeenpheebs,iamjohnoliver
mileskahn,iamjohnoliver
MrChadCarter,iamjohnoliver
hodgman,iamjohnoliver
brennanshroff,iamjohnoliver
RoryAlbanese,iamjohnoliver
iamjohnoliver,RoryAlbanese
mattkoff,iamjohnoliver
JSim07,iamjohnoliver
TheDailyShow,iamjohnoliver
iamjohnoliver,TheDailyShow
larrywilmore,iamjohnoliver
iamjohnoliver,larrywilmore
JessicaPilot212,iamjohnoliver
AdamLowitt,iamjohnoliver
jordanklepper,iamjohnoliver
Variety,rabiasquared
rabiasquared,Variety
rabiasquared,mileskahn
hodgman,rabiasquared
rabiasquared,hodgman
Variety,NateParker
NateParker,OnePerfectShot
JSim07,NateParker
telfordk,katepurchase
katepurchase,telfordk
katepurchase,TheDailyShow
telfordk,TheDailyShow
telfordk,Trevornoah
AnandWrites,chancetherapper
AnandWrites,iamjohnoliver
rabiasquared,AnandWrites
AnandWrites,rabiasquared
AnandWrites,Variety
AnandWrites,mileskahn
hodgman,AnandWrites
AnandWrites,hodgman
brennanshroff,AnandWrites
AnandWrites,brennanshroff
mattkoff,AnandWrites
AnandWrites,mattkoff
tedalexandro,AnandWrites
AnandWrites,JenaFriedman
AnandWrites,TessaThompson_x
